Market Center,Commodity,State,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Buland Shahr,Potato,Uttar Pradesh,2011,February,115,Tonnes,NR,Other,260,340,305,Rs/Quintal
Chandausi,Potato,Uttar Pradesh,2011,February,48,Tonnes,NR,Other,NR,NR,320,Rs/Quintal
Chandoli,Potato,Uttar Pradesh,2011,February,40,Tonnes,NR,Other,NR,NR,360,Rs/Quintal
Charra,Potato,Uttar Pradesh,2011,February,60,Tonnes,NR,Other,330,350,340,Rs/Quintal
Chibramau,Potato,Uttar Pradesh,2011,February,165,Tonnes,NR,Desi,320,350,335,Rs/Quintal
Devariya,Potato,Uttar Pradesh,2011,February,120,Tonnes,NR,Red,NR,NR,450,Rs/Quintal
Devband,Potato,Uttar Pradesh,2011,February,62.5,Tonnes,NR,Other,200,265,255,Rs/Quintal
Dhanura,Potato,Uttar Pradesh,2011,February,2,Tonnes,NR,Other,NR,NR,300,Rs/Quintal
Dibiapur,Potato,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,255,265,260,Rs/Quintal
Divai,Potato,Uttar Pradesh,2011,February,12,Tonnes,NR,F.A.Q.,275,325,300,Rs/Quintal
Dudhi,Potato,Uttar Pradesh,2011,February,180,Tonnes,NR,Other,NR,NR,350,Rs/Quintal
Etah,Potato,Uttar Pradesh,2011,February,55,Tonnes,NR,Other,320,350,330,Rs/Quintal
Etawah,Potato,Uttar Pradesh,2011,February,415,Tonnes,NR,Desi,350,395,375,Rs/Quintal
Faizabad,Potato,Uttar Pradesh,2011,February,28,Tonnes,NR,Other,320,355,345,Rs/Quintal
Farukhabad,Potato,Uttar Pradesh,2011,February,1300,Tonnes,NR,Local,NR,NR,330,Rs/Quintal
Fatehabad,Potato,Uttar Pradesh,2011,February,5,Tonnes,NR,Other,300,360,300,Rs/Quintal
Fatehpur,Potato,Uttar Pradesh,2011,February,110,Tonnes,NR,F.A.Q.,NR,NR,345,Rs/Quintal
Fatehpur Sikri,Potato,Uttar Pradesh,2011,February,40,Tonnes,NR,Other,240,320,290,Rs/Quintal
Firozabad,Potato,Uttar Pradesh,2011,February,35,Tonnes,NR,Other,280,330,310,Rs/Quintal
Gazipur,Potato,Uttar Pradesh,2011,February,87.5,Tonnes,NR,Other,360,400,380,Rs/Quintal
Ghaziabad,Potato,Uttar Pradesh,2011,February,60,Tonnes,NR,Other,NR,NR,290,Rs/Quintal
Gonda,Potato,Uttar Pradesh,2011,February,120,Tonnes,NR,Other,290,310,300,Rs/Quintal
Gorakhpur,Potato,Uttar Pradesh,2011,February,320,Tonnes,NR,Red,NR,NR,450,Rs/Quintal
Gulavati,Potato,Uttar Pradesh,2011,February,2,Tonnes,NR,Potato,NR,350,300,Rs/Quintal
Haldaur,Potato,Uttar Pradesh,2011,February,1,Tonnes,NR,Other,NR,NR,350,Rs/Quintal
Hapur,Potato,Uttar Pradesh,2011,February,70,Tonnes,NR,Other,300,350,325,Rs/Quintal
Hardoi,Potato,Uttar Pradesh,2011,February,14,Tonnes,NR,Other,NR,NR,280,Rs/Quintal
Hargaon (Laharpur),Potato,Uttar Pradesh,2011,February,1,Tonnes,NR,Other,300,500,470,Rs/Quintal
Jagnair,Potato,Uttar Pradesh,2011,February,6.5,Tonnes,NR,Other,290,350,325,Rs/Quintal
Jasra,Potato,Uttar Pradesh,2011,February,0.9,Tonnes,NR,Other,NR,NR,300,Rs/Quintal
Jaunpur,Potato,Uttar Pradesh,2011,February,1200,Tonnes,NR,Other,NR,NR,360,Rs/Quintal
Jhansi,Potato,Uttar Pradesh,2011,February,60,Tonnes,NR,Other,NR,NR,375,Rs/Quintal
Kadaura,Potato,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,500,Rs/Quintal
Kamlaganj,Potato,Uttar Pradesh,2011,February,56,Tonnes,NR,Desi,290,325,305,Rs/Quintal
Kannauj,Potato,Uttar Pradesh,2011,February,49,Tonnes,NR,Desi,260,300,280,Rs/Quintal
Kanpur(Grain),Potato,Uttar Pradesh,2011,February,3800,Tonnes,NR,Desi,320,370,345,Rs/Quintal
Kayamganj,Potato,Uttar Pradesh,2011,February,120,Tonnes,NR,Desi,310,350,330,Rs/Quintal
Khair,Potato,Uttar Pradesh,2011,February,70,Tonnes,NR,Other,310,360,330,Rs/Quintal
Khairagarh,Potato,Uttar Pradesh,2011,February,4,Tonnes,NR,Other,400,500,450,Rs/Quintal
Khalilabad,Potato,Uttar Pradesh,2011,February,75,Tonnes,NR,Other,NR,NR,430,Rs/Quintal
Khatauli,Potato,Uttar Pradesh,2011,February,3.5,Tonnes,NR,Other,290,300,290,Rs/Quintal
Khurja,Potato,Uttar Pradesh,2011,February,33.2,Tonnes,NR,Other,300,350,320,Rs/Quintal
Kiratpur,Potato,Uttar Pradesh,2011,February,2,Tonnes,NR,Other,NR,NR,350,Rs/Quintal
Kishunpur,Potato,Uttar Pradesh,2011,February,26,Tonnes,NR,Badshah,NR,NR,310,Rs/Quintal
Konch,Potato,Uttar Pradesh,2011,February,0.5,Tonnes,NR,Other,NR,NR,280,Rs/Quintal
Kosikalan,Potato,Uttar Pradesh,2011,February,120,Tonnes,NR,Other,300,440,360,Rs/Quintal
Kurara,Potato,Uttar Pradesh,2011,February,10,Tonnes,NR,Desi,300,335,325,Rs/Quintal
Lalitpur,Potato,Uttar Pradesh,2011,February,25,Tonnes,NR,Other,NR,NR,360,Rs/Quintal
Lucknow,Potato,Uttar Pradesh,2011,February,36.5,Tonnes,NR,Other,NR,NR,400,Rs/Quintal
Madhoganj,Potato,Uttar Pradesh,2011,February,40.5,Tonnes,NR,Other,NR,NR,280,Rs/Quintal
Mahoba,Potato,Uttar Pradesh,2011,February,17,Tonnes,NR,Other,NR,NR,380,Rs/Quintal
Mainpuri,Potato,Uttar Pradesh,2011,February,270,Tonnes,NR,Other,300,340,335,Rs/Quintal
Mathura,Potato,Uttar Pradesh,2011,February,630,Tonnes,NR,Other,325,375,360,Rs/Quintal
Maudaha,Potato,Uttar Pradesh,2011,February,1,Tonnes,NR,Other,NR,NR,370,Rs/Quintal
Mawana,Potato,Uttar Pradesh,2011,February,14,Tonnes,NR,Other,NR,NR,380,Rs/Quintal
Meerut,Potato,Uttar Pradesh,2011,February,98,Tonnes,NR,Other,NR,NR,360,Rs/Quintal
Mirzapur,Potato,Uttar Pradesh,2011,February,80,Tonnes,NR,Other,NR,NR,365,Rs/Quintal
Mohamadabad,Potato,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,280,320,300,Rs/Quintal
Moth,Potato,Uttar Pradesh,2011,February,1.5,Tonnes,NR,Other,NR,NR,380,Rs/Quintal
Muradabad,Potato,Uttar Pradesh,2011,February,300,Tonnes,NR,Other,NR,NR,310,Rs/Quintal
Muradnagar,Potato,Uttar Pradesh,2011,February,8.9,Tonnes,NR,Other,200,300,250,Rs/Quintal
Muzzafarnagar,Potato,Uttar Pradesh,2011,February,25,Tonnes,NR,Desi,250,325,290,Rs/Quintal
Naanpara,Potato,Uttar Pradesh,2011,February,2.2,Tonnes,NR,Other,NR,300,NR,Rs/Quintal
Nagina,Potato,Uttar Pradesh,2011,February,2.15,Tonnes,NR,Other,NR,NR,370,Rs/Quintal
Najibabad,Potato,Uttar Pradesh,2011,February,1.6,Tonnes,NR,Other,NR,NR,300,Rs/Quintal
Orai,Potato,Uttar Pradesh,2011,February,22,Tonnes,NR,Other,NR,NR,375,Rs/Quintal
Parikshitgarh,Potato,Uttar Pradesh,2011,February,2,Tonnes,NR,Potato,360,NR,400,Rs/Quintal
Payagpur,Potato,Uttar Pradesh,2011,February,6,Tonnes,NR,Red,290,310,300,Rs/Quintal
Pilibhit,Potato,Uttar Pradesh,2011,February,20,Tonnes,NR,F.A.Q.,NR,NR,296,Rs/Quintal
Pukhrayan,Potato,Uttar Pradesh,2011,February,7.5,Tonnes,NR,F.A.Q.,NR,NR,330,Rs/Quintal
Raibareilly,Potato,Uttar Pradesh,2011,February,36,Tonnes,NR,Other,380,400,385,Rs/Quintal
Rampur,Potato,Uttar Pradesh,2011,February,25,Tonnes,NR,Other,NR,NR,315,Rs/Quintal
Robertsganj,Potato,Uttar Pradesh,2011,February,0.05,Tonnes,NR,Other,NR,NR,375,Rs/Quintal
Rura,Potato,Uttar Pradesh,2011,February,10.7,Tonnes,NR,Other,310,350,325,Rs/Quintal
Saharanpur,Potato,Uttar Pradesh,2011,February,1020,Tonnes,NR,Other,175,310,250,Rs/Quintal
Salon,Potato,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,320,340,330,Rs/Quintal
Sambhal,Potato,Uttar Pradesh,2011,February,75,Tonnes,NR,Desi,NR,NR,290,Rs/Quintal
Sandi,Potato,Uttar Pradesh,2011,February,13,Tonnes,NR,Other,NR,NR,370,Rs/Quintal
Sandila,Potato,Uttar Pradesh,2011,February,24,Tonnes,NR,Other,NR,NR,245,Rs/Quintal
Shahabad,Potato,Uttar Pradesh,2011,February,80,Tonnes,NR,Other,NR,NR,310,Rs/Quintal
Shahganj,Potato,Uttar Pradesh,2011,February,110,Tonnes,NR,Other,300,340,320,Rs/Quintal
Shahjahanpur,Potato,Uttar Pradesh,2011,February,60,Tonnes,NR,Other,300,330,320,Rs/Quintal
Sikanderabad,Potato,Uttar Pradesh,2011,February,30,Tonnes,NR,Other,280,325,303,Rs/Quintal
Sikarpur,Potato,Uttar Pradesh,2011,February,11.8,Tonnes,NR,Other,240,380,350,Rs/Quintal
Sitapur,Potato,Uttar Pradesh,2011,February,400,Tonnes,NR,Other,NR,NR,320,Rs/Quintal
Sultanpur,Potato,Uttar Pradesh,2011,February,40,Tonnes,NR,Other,350,400,385,Rs/Quintal
Tamkuhi Road,Potato,Uttar Pradesh,2011,February,40,Tonnes,NR,Other,NR,475,NR,Rs/Quintal
Tamkuhi Road,Potato,Uttar Pradesh,2011,February,,,NR,Red,NR,NR,475,Rs/Quintal
Tanda(Rampur),Potato,Uttar Pradesh,2011,February,2,Tonnes,NR,Other,NR,NR,290,Rs/Quintal
Thanabhawan,Potato,Uttar Pradesh,2011,February,0.29,Tonnes,NR,Desi,255,275,275,Rs/Quintal
Uttaripura,Potato,Uttar Pradesh,2011,February,500,Tonnes,NR,Other,230,270,250,Rs/Quintal
Varanasi(Grain),Potato,Uttar Pradesh,2011,February,510,Tonnes,NR,Other,NR,NR,330,Rs/Quintal
Varipaal,Potato,Uttar Pradesh,2011,February,1,Tonnes,NR,Desi,290,330,310,Rs/Quintal
Vilthararoad,Potato,Uttar Pradesh,2011,February,4,Tonnes,NR,Other,NR,NR,350,Rs/Quintal
Yusufpur,Potato,Uttar Pradesh,2011,February,9,Tonnes,NR,Potato,270,330,300,Rs/Quintal
Haldwani,Potato,Uttrakhand,2011,February,78,Tonnes,NR,Other,250,350,300,Rs/Quintal
Khateema,Potato,Uttrakhand,2011,February,15,Tonnes,NR,Other,210,350,280,Rs/Quintal
Kotadwara,Potato,Uttrakhand,2011,February,13,Tonnes,NR,Potato,200,300,250,Rs/Quintal
Rishikesh,Potato,Uttrakhand,2011,February,5.8,Tonnes,NR,Other,240,330,295,Rs/Quintal
Rudrapur,Potato,Uttrakhand,2011,February,8,Tonnes,NR,Other,380,400,390,Rs/Quintal
Sitarganj,Potato,Uttrakhand,2011,February,21,Tonnes,NR,Desi,250,300,255,Rs/Quintal
Asansol,Potato,West Bengal,2011,February,10.5,Tonnes,NR,Jyoti,320,340,340,Rs/Quintal
Bankura Sadar,Potato,West Bengal,2011,February,82.5,Tonnes,NR,Jyoti,300,330,320,Rs/Quintal
Bara Bazar (Posta Bazar),Potato,West Bengal,2011,February,10,Tonnes,NR,Other,340,350,340,Rs/Quintal
Barasat,Potato,West Bengal,2011,February,36,Tonnes,NR,Other,350,370,360,Rs/Quintal
Baruipur(Canning),Potato,West Bengal,2011,February,35,Tonnes,NR,Jyoti,360,400,360,Rs/Quintal
Baxirhat,Potato,West Bengal,2011,February,6.5,Tonnes,NR,Jyoti,295,320,310,Rs/Quintal
Beldanga,Potato,West Bengal,2011,February,76,Tonnes,NR,Jyoti,350,370,360,Rs/Quintal
Bethuadahari,Potato,West Bengal,2011,February,70,Tonnes,NR,Desi,285,300,290,Rs/Quintal
Bishnupur(Bankura),Potato,West Bengal,2011,February,30,Tonnes,NR,Jyoti,280,330,310,Rs/Quintal
Burdwan,Potato,West Bengal,2011,February,126,Tonnes,NR,Jyoti,320,340,330,Rs/Quintal
Champadanga,Potato,West Bengal,2011,February,65,Tonnes,NR,Other,320,330,330,Rs/Quintal
Coochbehar,Potato,West Bengal,2011,February,NR,Tonnes,NR,Other,250,300,275,Rs/Quintal
Coochbehar,Potato,West Bengal,2011,February,,,NR,Red,350,400,375,Rs/Quintal
Dhupguri,Potato,West Bengal,2011,February,150,Tonnes,NR,(Red Nanital),200,225,210,Rs/Quintal
Diamond Harbour,Potato,West Bengal,2011,February,38,Tonnes,NR,Jyoti,360,380,380,Rs/Quintal
English Bazar,Potato,West Bengal,2011,February,39.5,Tonnes,NR,Jyoti,390,410,400,Rs/Quintal
Falakata(Dhupguri),Potato,West Bengal,2011,February,50,Tonnes,NR,Jyoti,275,325,300,Rs/Quintal
Falakata(Dhupguri),Potato,West Bengal,2011,February,,,NR,Red,400,450,425,Rs/Quintal
Guskara,Potato,West Bengal,2011,February,14,Tonnes,NR,Jyoti,330,350,340,Rs/Quintal
Habra,Potato,West Bengal,2011,February,40,Tonnes,NR,Local,380,400,395,Rs/Quintal
Indus,Potato,West Bengal,2011,February,12,Tonnes,NR,Jyoti,275,320,300,Rs/Quintal
Jalpaiguri Sadar,Potato,West Bengal,2011,February,6.5,Tonnes,NR,Jyoti,280,310,290,Rs/Quintal
Jalpaiguri Sadar,Potato,West Bengal,2011,February,,,NR,Red,430,460,450,Rs/Quintal
Kaliaganj,Potato,West Bengal,2011,February,24,Tonnes,NR,Other,200,300,250,Rs/Quintal
Kalipur(Champadanga),Potato,West Bengal,2011,February,46,Tonnes,NR,Jyoti,300,330,320,Rs/Quintal
Kalna,Potato,West Bengal,2011,February,60,Tonnes,NR,Jyoti,390,410,400,Rs/Quintal
Khatra,Potato,West Bengal,2011,February,5,Tonnes,NR,Jyoti,280,400,380,Rs/Quintal
Mekhliganj,Potato,West Bengal,2011,February,6,Tonnes,NR,Other,225,275,250,Rs/Quintal
Memari,Potato,West Bengal,2011,February,160,Tonnes,NR,Jyoti,310,330,320,Rs/Quintal
Midnapore Sadar,Potato,West Bengal,2011,February,35,Tonnes,NR,Jyoti,310,320,320,Rs/Quintal
Pandua,Potato,West Bengal,2011,February,60,Tonnes,NR,Other,300,340,320,Rs/Quintal
Purulia,Potato,West Bengal,2011,February,62,Tonnes,NR,Other,340,360,350,Rs/Quintal
Ramkrishanpur(Howrah),Potato,West Bengal,2011,February,10,Tonnes,NR,Jyoti,410,440,420,Rs/Quintal
Rampurhat,Potato,West Bengal,2011,February,45,Tonnes,NR,Jyoti,310,330,320,Rs/Quintal
Sheoraphuly,Potato,West Bengal,2011,February,22,Tonnes,NR,Other,320,330,320,Rs/Quintal
Tamluk (Medinipur E),Potato,West Bengal,2011,February,90.5,Tonnes,NR,Jyoti,340,380,360,Rs/Quintal
P.O. Uparhali Guwahati,Pumpkin,Assam,2011,February,2,Tonnes,NR,Other,800,1000,900,Rs/Quintal
P.O. Uparhali Guwahati,Pumpkin,Assam,2011,February,,,NR,Pumpkin,800,1000,900,Rs/Quintal
Ahmedabad,Pumpkin,Gujarat,2011,February,4,Tonnes,NR,Other,200,500,400,Rs/Quintal
Deesa(Deesa Veg Yard),Pumpkin,Gujarat,2011,February,0.3,Tonnes,NR,Other,100,150,125,Rs/Quintal
Fatehabad,Pumpkin,Haryana,2011,February,0.1,Tonnes,NR,Other,800,800,800,Rs/Quintal
Palwal,Pumpkin,Haryana,2011,February,5,Tonnes,NR,Other,500,500,500,Rs/Quintal
Shahzadpur,Pumpkin,Haryana,2011,February,0.02,Tonnes,NR,Other,575,575,575,Rs/Quintal
Yamuna Nagar,Pumpkin,Haryana,2011,February,10,Tonnes,NR,Other,800,1000,1000,Rs/Quintal
Bhuntar,Pumpkin,Himachal Pradesh,2011,February,NR,Tonnes,NR,Other,1000,1100,1000,Rs/Quintal
Dhanotu (Mandi),Pumpkin,Himachal Pradesh,2011,February,0.6,Tonnes,NR,Other,1100,1200,1200,Rs/Quintal
Kangra(Baijnath),Pumpkin,Himachal Pradesh,2011,February,0.1,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Kullu,Pumpkin,Himachal Pradesh,2011,February,0.1,Tonnes,NR,Other,1000,1100,1000,Rs/Quintal
Mandi(Mandi),Pumpkin,Himachal Pradesh,2011,February,0.2,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Paonta Sahib,Pumpkin,Himachal Pradesh,2011,February,0.2,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Lohardaga,Pumpkin,Jharkhand,2011,February,NR,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Simdega,Pumpkin,Jharkhand,2011,February,0.06,Tonnes,NR,Other,800,1000,870,Rs/Quintal
Alappuzha,Pumpkin,Kerala,2011,February,2,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Cherthala,Pumpkin,Kerala,2011,February,1,Tonnes,NR,Other,1000,1300,1200,Rs/Quintal
Ernakulam,Pumpkin,Kerala,2011,February,2.8,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Harippad,Pumpkin,Kerala,2011,February,NR,Tonnes,NR,Other,1200,1400,1200,Rs/Quintal
Kanjirappally,Pumpkin,Kerala,2011,February,2,Tonnes,NR,Other,1200,1700,1600,Rs/Quintal
Kodumgalloor,Pumpkin,Kerala,2011,February,1.5,Tonnes,NR,Pumpkin,800,1200,1000,Rs/Quintal
Kollam,Pumpkin,Kerala,2011,February,0.5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Kondotty,Pumpkin,Kerala,2011,February,NR,Tonnes,NR,Other,700,900,800,Rs/Quintal
Moovattupuzha,Pumpkin,Kerala,2011,February,0.5,Tonnes,NR,Other,1200,1600,1450,Rs/Quintal
Palayam,Pumpkin,Kerala,2011,February,20,Tonnes,NR,Other,700,900,800,Rs/Quintal
Perumbavoor,Pumpkin,Kerala,2011,February,1.5,Tonnes,NR,Pumpkin,1200,1200,1200,Rs/Quintal
A lot,Pumpkin,Madhya Pradesh,2011,February,0.7,Tonnes,NR,Other,1000,1500,1300,Rs/Quintal
Pune,Pumpkin,Maharashtra,2011,February,0.3,Tonnes,NR,Other,2000,3500,2750,Rs/Quintal
Shillong,Pumpkin,Meghalaya,2011,February,0.8,Tonnes,NR,Pumpkin,1100,1300,1200,Rs/Quintal
Azadpur,Pumpkin,NCT of Delhi,2011,February,46.1,Tonnes,NR,Other,500,750,650,Rs/Quintal
Keshopur,Pumpkin,NCT of Delhi,2011,February,1.86,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Angul,Pumpkin,Orissa,2011,February,4,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Attabira,Pumpkin,Orissa,2011,February,NR,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Boudh,Pumpkin,Orissa,2011,February,5,Tonnes,NR,Other,700,800,800,Rs/Quintal
Deogarh,Pumpkin,Orissa,2011,February,2,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Jajpur,Pumpkin,Orissa,2011,February,1.2,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Jaleswar,Pumpkin,Orissa,2011,February,2.5,Tonnes,NR,Other,500,700,600,Rs/Quintal
Malkanagiri,Pumpkin,Orissa,2011,February,0.64,Tonnes,NR,Other,950,980,970,Rs/Quintal
Nawarangpur,Pumpkin,Orissa,2011,February,4,Tonnes,"Orissa,Nowarangpur",Pumpkin,500,700,600,Rs/Quintal
Nimapara,Pumpkin,Orissa,2011,February,5,Tonnes,NR,Other,800,1000,1000,Rs/Quintal
Rayagada,Pumpkin,Orissa,2011,February,8.5,Tonnes,NR,Other,300,500,400,Rs/Quintal
Udala,Pumpkin,Orissa,2011,February,0.8,Tonnes,NR,Other,800,810,800,Rs/Quintal
Ludhiana,Pumpkin,Punjab,2011,February,2,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Tanda Urmur,Pumpkin,Punjab,2011,February,0.1,Tonnes,NR,Other,500,800,700,Rs/Quintal
Bikaner(F&V),Pumpkin,Rajasthan,2011,February,0.2,Tonnes,NR,Other,500,700,600,Rs/Quintal
Jodhpur(F&V)(Paota),Pumpkin,Rajasthan,2011,February,2,Tonnes,NR,Other,600,800,700,Rs/Quintal
Sriganganagar(F&V),Pumpkin,Rajasthan,2011,February,10,Tonnes,NR,Other,500,700,600,Rs/Quintal
Ait,Pumpkin,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,900,Rs/Quintal
Atarra,Pumpkin,Uttar Pradesh,2011,February,5,Tonnes,NR,Pumpkin,625,NR,NR,Rs/Quintal
Banda,Pumpkin,Uttar Pradesh,2011,February,50,Tonnes,NR,Pumpkin,NR,NR,900,Rs/Quintal
Jhansi,Pumpkin,Uttar Pradesh,2011,February,1,Tonnes,NR,Other,NR,NR,1450,Rs/Quintal
Khatauli,Pumpkin,Uttar Pradesh,2011,February,0.6,Tonnes,NR,Other,140,150,140,Rs/Quintal
Konch,Pumpkin,Uttar Pradesh,2011,February,0.2,Tonnes,NR,Other,NR,NR,1150,Rs/Quintal
Lucknow,Pumpkin,Uttar Pradesh,2011,February,11.5,Tonnes,NR,Other,NR,NR,1000,Rs/Quintal
Naanpara,Pumpkin,Uttar Pradesh,2011,February,3.3,Tonnes,NR,Other,NR,400,NR,Rs/Quintal
Orai,Pumpkin,Uttar Pradesh,2011,February,0.5,Tonnes,NR,Other,NR,NR,1000,Rs/Quintal
Thanabhawan,Pumpkin,Uttar Pradesh,2011,February,0.22,Tonnes,NR,Other,460,480,480,Rs/Quintal
Asansol,Pumpkin,West Bengal,2011,February,8.5,Tonnes,NR,Other,800,850,850,Rs/Quintal
Midnapore Sadar,Pumpkin,West Bengal,2011,February,7,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Sheoraphuly,Pumpkin,West Bengal,2011,February,2.5,Tonnes,NR,Other,800,900,800,Rs/Quintal
Kharupetia,Raddish,Assam,2011,February,9,Tonnes,NR,Other,100,200,150,Rs/Quintal
P.O. Uparhali Guwahati,Raddish,Assam,2011,February,1.8,Tonnes,NR,Other,400,800,600,Rs/Quintal
P.O. Uparhali Guwahati,Raddish,Assam,2011,February,,,NR,Raddish,400,800,600,Rs/Quintal
Ahmedabad(Rajnagar sub yard),Raddish,Gujarat,2011,February,5.7,Tonnes,NR,Other,200,400,300,Rs/Quintal
Botad,Raddish,Gujarat,2011,February,0.45,Tonnes,NR,Other,100,250,175,Rs/Quintal
Dahod(Veg. Market),Raddish,Gujarat,2011,February,0.15,Tonnes,NR,Other,500,900,600,Rs/Quintal
Vadodara(Sayajipura),Raddish,Gujarat,2011,February,0.8,Tonnes,NR,Other,300,400,350,Rs/Quintal
Asandh,Raddish,Haryana,2011,February,0.2,Tonnes,NR,Other,200,300,250,Rs/Quintal
Ballabhgarh,Raddish,Haryana,2011,February,4.5,Tonnes,NR,Other,200,400,300,Rs/Quintal
Barwala(Hisar),Raddish,Haryana,2011,February,0.4,Tonnes,NR,Raddish,250,250,250,Rs/Quintal
Bhuna,Raddish,Haryana,2011,February,0.3,Tonnes,NR,Other,150,150,150,Rs/Quintal
Ch. Dadri,Raddish,Haryana,2011,February,2,Tonnes,NR,Other,150,200,175,Rs/Quintal
Faridabad,Raddish,Haryana,2011,February,1.2,Tonnes,NR,Other,150,300,NR,Rs/Quintal
Fatehabad,Raddish,Haryana,2011,February,0.9,Tonnes,NR,Other,300,400,400,Rs/Quintal
Jagadhri,Raddish,Haryana,2011,February,1.6,Tonnes,NR,Other,100,200,200,Rs/Quintal
kalanwali,Raddish,Haryana,2011,February,0.4,Tonnes,NR,Other,300,300,300,Rs/Quintal
Kalayat,Raddish,Haryana,2011,February,0.1,Tonnes,NR,Other,500,500,500,Rs/Quintal
Khanina,Raddish,Haryana,2011,February,0.4,Tonnes,NR,Other,300,NR,NR,Rs/Quintal
Mustafabad,Raddish,Haryana,2011,February,0.2,Tonnes,NR,Other,50,100,100,Rs/Quintal
Naraingarh,Raddish,Haryana,2011,February,0.84,Tonnes,NR,Other,100,150,110,Rs/Quintal
Palwal,Raddish,Haryana,2011,February,22,Tonnes,NR,Other,100,300,200,Rs/Quintal
Radaur,Raddish,Haryana,2011,February,0.4,Tonnes,NR,Other,100,200,150,Rs/Quintal
Shahabad,Raddish,Haryana,2011,February,1,Tonnes,NR,Other,40,200,120,Rs/Quintal
Shahzadpur,Raddish,Haryana,2011,February,0.05,Tonnes,NR,Other,300,300,300,Rs/Quintal
Tohana,Raddish,Haryana,2011,February,0.8,Tonnes,NR,Other,300,300,NR,Rs/Quintal
Yamuna Nagar,Raddish,Haryana,2011,February,30,Tonnes,NR,Other,150,300,300,Rs/Quintal
Bhuntar,Raddish,Himachal Pradesh,2011,February,NR,Tonnes,NR,Other,250,300,250,Rs/Quintal
Chail Chowk,Raddish,Himachal Pradesh,2011,February,0.1,Tonnes,NR,Other,200,300,300,Rs/Quintal
Chamba,Raddish,Himachal Pradesh,2011,February,0.7,Tonnes,NR,Raddish,300,500,400,Rs/Quintal
Dhanotu (Mandi),Raddish,Himachal Pradesh,2011,February,2,Tonnes,NR,Other,200,400,200,Rs/Quintal
Hamirpur,Raddish,Himachal Pradesh,2011,February,1.13,Tonnes,NR,Other,250,500,400,Rs/Quintal
Hamirpur(Nadaun),Raddish,Himachal Pradesh,2011,February,0.1,Tonnes,NR,Other,300,400,400,Rs/Quintal
Kangra,Raddish,Himachal Pradesh,2011,February,1.5,Tonnes,NR,Raddish,300,400,350,Rs/Quintal
Kangra(Baijnath),Raddish,Himachal Pradesh,2011,February,1.2,Tonnes,NR,Raddish,300,400,350,Rs/Quintal
Kangra(Jaisinghpur),Raddish,Himachal Pradesh,2011,February,0.3,Tonnes,NR,Other,300,400,350,Rs/Quintal
Kangra(Jassour),Raddish,Himachal Pradesh,2011,February,3,Tonnes,NR,Raddish,200,300,250,Rs/Quintal
Kangra(Nagrota Bagwan),Raddish,Himachal Pradesh,2011,February,0.4,Tonnes,NR,Other,300,400,350,Rs/Quintal
Kullu,Raddish,Himachal Pradesh,2011,February,0.4,Tonnes,NR,Other,400,600,500,Rs/Quintal
Mandi(Mandi),Raddish,Himachal Pradesh,2011,February,1.2,Tonnes,NR,Other,200,500,400,Rs/Quintal
Mandi(Takoli),Raddish,Himachal Pradesh,2011,February,0.2,Tonnes,NR,Other,200,300,300,Rs/Quintal
Palampur,Raddish,Himachal Pradesh,2011,February,2.5,Tonnes,NR,Raddish,200,300,250,Rs/Quintal
Paonta Sahib,Raddish,Himachal Pradesh,2011,February,0.8,Tonnes,NR,Other,300,300,300,Rs/Quintal
Santoshgarh,Raddish,Himachal Pradesh,2011,February,1.3,Tonnes,NR,Other,250,400,375,Rs/Quintal
Solan,Raddish,Himachal Pradesh,2011,February,0.2,Tonnes,NR,Other,200,400,300,Rs/Quintal
Una,Raddish,Himachal Pradesh,2011,February,2.1,Tonnes,NR,Other,200,400,300,Rs/Quintal
Gadhwah,Raddish,Jharkhand,2011,February,1,Tonnes,NR,Other,400,600,500,Rs/Quintal
Lohardaga,Raddish,Jharkhand,2011,February,NR,Tonnes,NR,Other,400,600,500,Rs/Quintal
"Binny Mill (F&V), Bangalore",Raddish,Karnataka,2011,February,8,Tonnes,NR,Raddish,500,600,550,Rs/Quintal
