Market Center,State,Commodity,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Ludhiana,Punjab,Tomato,2012,February,139,Tonnes,NR,Other,250,1050,650,Rs/Quintal
Machhiwara,Punjab,Tomato,2012,February,0.67,Tonnes,NR,Other,700,800,700,Rs/Quintal
Malerkotla,Punjab,Tomato,2012,February,6.5,Tonnes,NR,Other,500,900,700,Rs/Quintal
Malout,Punjab,Tomato,2012,February,1,Tonnes,NR,Other,700,900,800,Rs/Quintal
Mamdot,Punjab,Tomato,2012,February,2,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Mansa,Punjab,Tomato,2012,February,0.2,Tonnes,NR,Other,1200,2000,1700,Rs/Quintal
Morinda,Punjab,Tomato,2012,February,8,Tonnes,NR,Other,700,800,750,Rs/Quintal
Muktsar,Punjab,Tomato,2012,February,27,Tonnes,NR,Other,850,1100,1050,Rs/Quintal
Nabha,Punjab,Tomato,2012,February,2.9,Tonnes,NR,Other,850,1050,950,Rs/Quintal
Nawan Shahar(Subzi Mandi),Punjab,Tomato,2012,February,4.5,Tonnes,NR,Other,1200,1500,1360,Rs/Quintal
Noor Mehal,Punjab,Tomato,2012,February,0.5,Tonnes,NR,Other,600,650,625,Rs/Quintal
Patiala,Punjab,Tomato,2012,February,39,Tonnes,NR,Other,500,600,600,Rs/Quintal
Phagwara,Punjab,Tomato,2012,February,8.1,Tonnes,NR,Other,475,1015,725,Rs/Quintal
Quadian,Punjab,Tomato,2012,February,0.2,Tonnes,NR,Other,600,800,700,Rs/Quintal
Raikot,Punjab,Tomato,2012,February,1,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Raman,Punjab,Tomato,2012,February,0.3,Tonnes,NR,Other,890,920,910,Rs/Quintal
Rampura Phul,Punjab,Tomato,2012,February,2.3,Tonnes,NR,Other,400,500,460,Rs/Quintal
Rampuraphul(Nabha Mandi),Punjab,Tomato,2012,February,2.3,Tonnes,NR,Other,400,500,460,Rs/Quintal
Sahnewal,Punjab,Tomato,2012,February,0.5,Tonnes,NR,Tomato,560,600,560,Rs/Quintal
Sangrur,Punjab,Tomato,2012,February,3.6,Tonnes,NR,Tomato,700,800,800,Rs/Quintal
Sardulgarh,Punjab,Tomato,2012,February,0.7,Tonnes,NR,Other,1250,1250,1250,Rs/Quintal
Sirhind,Punjab,Tomato,2012,February,4,Tonnes,NR,Other,400,800,600,Rs/Quintal
Sunam,Punjab,Tomato,2012,February,0.5,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Tanda Urmur,Punjab,Tomato,2012,February,0.5,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Zira,Punjab,Tomato,2012,February,0.4,Tonnes,NR,Other,500,900,700,Rs/Quintal
Ajmer(F&V),Rajasthan,Tomato,2012,February,13.6,Tonnes,NR,Other,350,600,550,Rs/Quintal
Alwar(FV),Rajasthan,Tomato,2012,February,1.1,Tonnes,NR,Other,700,900,800,Rs/Quintal
Chittorgarh,Rajasthan,Tomato,2012,February,7.5,Tonnes,NR,Other,300,600,500,Rs/Quintal
Chomu(F&V),Rajasthan,Tomato,2012,February,NR,Tonnes,NR,Other,600,700,650,Rs/Quintal
Jalore,Rajasthan,Tomato,2012,February,8,Tonnes,NR,Other,600,800,700,Rs/Quintal
Jodhpur(F&V)(Paota),Rajasthan,Tomato,2012,February,32,Tonnes,NR,Other,600,800,800,Rs/Quintal
Udaipur(F&V),Rajasthan,Tomato,2012,February,30.7,Tonnes,NR,Other,200,600,400,Rs/Quintal
Katpadi(Uzhavar Santhai),Tamil Nadu,Tomato,2012,February,5.41,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Bowenpally,Telangana,Tomato,2012,February,61.5,Tonnes,NR,Tomato,300,800,500,Rs/Quintal
Chevella,Telangana,Tomato,2012,February,8.5,Tonnes,NR,Hybrid,1200,1200,1200,Rs/Quintal
Ibrahimputnam,Telangana,Tomato,2012,February,1.24,Tonnes,NR,Tomato,600,800,700,Rs/Quintal
Khammam,Telangana,Tomato,2012,February,4,Tonnes,NR,Tomato,500,800,500,Rs/Quintal
Agra,Uttar Pradesh,Tomato,2012,February,31,Tonnes,NR,Other,NR,NR,620,Rs/Quintal
Akbarpur,Uttar Pradesh,Tomato,2012,February,11,Tonnes,NR,Other,400,500,470,Rs/Quintal
Bahraich,Uttar Pradesh,Tomato,2012,February,4,Tonnes,NR,Deshi,425,475,450,Rs/Quintal
Barabanki,Uttar Pradesh,Tomato,2012,February,1.3,Tonnes,NR,Deshi,460,485,470,Rs/Quintal
Bareilly,Uttar Pradesh,Tomato,2012,February,18.5,Tonnes,NR,Tomato,NR,NR,610,Rs/Quintal
Divai,Uttar Pradesh,Tomato,2012,February,1,Tonnes,NR,Deshi,575,625,600,Rs/Quintal
Etawah,Uttar Pradesh,Tomato,2012,February,2.5,Tonnes,NR,Deshi,430,470,450,Rs/Quintal
Faizabad,Uttar Pradesh,Tomato,2012,February,2.7,Tonnes,NR,Other,480,550,510,Rs/Quintal
Gorakhpur,Uttar Pradesh,Tomato,2012,February,55,Tonnes,NR,Tomato,460,600,520,Rs/Quintal
Hardoi,Uttar Pradesh,Tomato,2012,February,8,Tonnes,NR,Other,450,480,465,Rs/Quintal
Jhansi,Uttar Pradesh,Tomato,2012,February,45,Tonnes,NR,Other,500,750,630,Rs/Quintal
Kanpur(Grain),Uttar Pradesh,Tomato,2012,February,60,Tonnes,NR,Other,560,600,580,Rs/Quintal
Lakhimpur,Uttar Pradesh,Tomato,2012,February,5,Tonnes,NR,Tomato,590,610,600,Rs/Quintal
Mathura,Uttar Pradesh,Tomato,2012,February,9,Tonnes,NR,Other,560,NR,NR,Rs/Quintal
Muradabad,Uttar Pradesh,Tomato,2012,February,8.5,Tonnes,NR,Other,NR,NR,670,Rs/Quintal
Muzzafarnagar,Uttar Pradesh,Tomato,2012,February,6,Tonnes,NR,Tomato,415,500,465,Rs/Quintal
Shahjahanpur,Uttar Pradesh,Tomato,2012,February,12,Tonnes,NR,Other,NR,NR,600,Rs/Quintal
Sitapur,Uttar Pradesh,Tomato,2012,February,5.5,Tonnes,NR,Other,550,650,600,Rs/Quintal
Varanasi(Grain),Uttar Pradesh,Tomato,2012,February,28,Tonnes,NR,Other,NR,NR,300,Rs/Quintal
Haldwani,Uttrakhand,Tomato,2012,February,1016.6,Tonnes,NR,Other,300,400,350,Rs/Quintal
Rishikesh,Uttrakhand,Tomato,2012,February,14.6,Tonnes,NR,Other,500,600,550,Rs/Quintal
Sitarganj,Uttrakhand,Tomato,2012,February,2,Tonnes,NR,Hybrid,280,320,300,Rs/Quintal
Vikasnagar,Uttrakhand,Tomato,2012,February,2.8,Tonnes,NR,Other,400,800,800,Rs/Quintal
Alipurduar,West Bengal,Tomato,2012,February,95,Tonnes,NR,Other,380,450,400,Rs/Quintal
Baruipur(Canning),West Bengal,Tomato,2012,February,4,Tonnes,NR,Tomato,700,800,800,Rs/Quintal
Belacoba,West Bengal,Tomato,2012,February,3,Tonnes,NR,Other,500,600,530,Rs/Quintal
Burdwan,West Bengal,Tomato,2012,February,11,Tonnes,NR,Other,400,600,500,Rs/Quintal
Chakdah(Kalyani),West Bengal,Tomato,2012,February,6.1,Tonnes,NR,Tomato,300,500,400,Rs/Quintal
Coochbehar,West Bengal,Tomato,2012,February,1,Tonnes,NR,Deshi,400,500,450,Rs/Quintal
Dhupguri,West Bengal,Tomato,2012,February,50,Tonnes,NR,Tomato,300,400,350,Rs/Quintal
Diamond Harbour,West Bengal,Tomato,2012,February,7.5,Tonnes,NR,Tomato,250,400,300,Rs/Quintal
English Bazar,West Bengal,Tomato,2012,February,39,Tonnes,NR,Other,390,415,400,Rs/Quintal
Falakata(Dhupguri),West Bengal,Tomato,2012,February,10,Tonnes,NR,Other,400,500,450,Rs/Quintal
Jalpaiguri Sadar,West Bengal,Tomato,2012,February,1.4,Tonnes,NR,Other,500,600,540,Rs/Quintal
Kalna,West Bengal,Tomato,2012,February,4,Tonnes,NR,Other,550,650,600,Rs/Quintal
Khatra,West Bengal,Tomato,2012,February,5.5,Tonnes,NR,Other,200,320,300,Rs/Quintal
Pundibari,West Bengal,Tomato,2012,February,0.2,Tonnes,NR,Other,400,500,450,Rs/Quintal
Purulia,West Bengal,Tomato,2012,February,0.36,Tonnes,NR,Other,300,400,350,Rs/Quintal
Ramkrishanpur(Howrah),West Bengal,Tomato,2012,February,4.2,Tonnes,NR,Other,700,900,800,Rs/Quintal
Sealdah Koley Market,West Bengal,Tomato,2012,February,17.6,Tonnes,NR,Other,1000,1100,1000,Rs/Quintal
Ahmedabad,Gujarat,Turmeric (raw),2012,February,14.4,Tonnes,NR,Other,700,1100,1000,Rs/Quintal
Bilimora,Gujarat,Turmeric (raw),2012,February,1.2,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Bahadurgarh,Haryana,Turnip,2012,February,0.1,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Naraingarh,Haryana,Turnip,2012,February,0.03,Tonnes,NR,Other,200,200,200,Rs/Quintal
Shahzadpur,Haryana,Turnip,2012,February,0.02,Tonnes,NR,Other,500,500,500,Rs/Quintal
Mandi(Mandi),Himachal Pradesh,Turnip,2012,February,0.1,Tonnes,NR,Turnip,400,600,500,Rs/Quintal
Santoshgarh,Himachal Pradesh,Turnip,2012,February,0.1,Tonnes,NR,Other,300,400,350,Rs/Quintal
Una,Himachal Pradesh,Turnip,2012,February,0.35,Tonnes,NR,Other,400,400,400,Rs/Quintal
Samba,Jammu and Kashmir,Turnip,2012,February,0.5,Tonnes,NR,Other,400,500,450,Rs/Quintal
Shillong,Meghalaya,Turnip,2012,February,0.3,Tonnes,NR,Turnip,800,1000,900,Rs/Quintal
Azadpur,NCT of Delhi,Turnip,2012,February,19.2,Tonnes,NR,Turnip,500,1000,720,Rs/Quintal
Adampur,Punjab,Turnip,2012,February,0.2,Tonnes,NR,Turnip,300,400,400,Rs/Quintal
Batala,Punjab,Turnip,2012,February,0.2,Tonnes,NR,Other,250,350,300,Rs/Quintal
Ludhiana,Punjab,Turnip,2012,February,2,Tonnes,NR,Other,500,700,600,Rs/Quintal
Noor Mehal,Punjab,Turnip,2012,February,2.3,Tonnes,NR,Other,200,300,250,Rs/Quintal
Phagwara,Punjab,Turnip,2012,February,0.3,Tonnes,NR,Other,300,385,340,Rs/Quintal
Ahmedabad,Gujarat,Yam (Ratalu),2012,February,6.4,Tonnes,NR,Other,2000,2500,2300,Rs/Quintal
Bilimora,Gujarat,Yam (Ratalu),2012,February,0.7,Tonnes,NR,Other,4500,5000,4750,Rs/Quintal
Whole State,Orissa,Yam (Ratalu),2012,February,0.32,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Vikarabad,Telangana,Ajwan,2012,February,NR,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Vadodara,Gujarat,Black pepper,2012,February,0.3,Tonnes,NR,Other,35000,36000,36000,Rs/Quintal
Kallachi,Kerala,Black pepper,2012,February,0.5,Tonnes,NR,Malabar,27000,28000,27500,Rs/Quintal
Kallachi,Kerala,Black pepper,2012,February,,,NR,Thekken,28000,29000,28500,Rs/Quintal
Palakkad,Kerala,Chilli Red,2012,February,2,Tonnes,NR,Other,6600,7500,7050,Rs/Quintal
Burhanpur,Madhya Pradesh,Chilli Red,2012,February,1,Tonnes,NR,Red,3000,5000,4000,Rs/Quintal
Achalpur,Maharashtra,Chilli Red,2012,February,15.3,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Anajngaon,Maharashtra,Chilli Red,2012,February,3,Tonnes,NR,Other,8000,10000,9000,Rs/Quintal
Kurdwadi,Maharashtra,Chilli Red,2012,February,0.1,Tonnes,NR,Other,3700,3700,3700,Rs/Quintal
Nagpur,Maharashtra,Chilli Red,2012,February,198.2,Tonnes,NR,Other,2500,5800,4150,Rs/Quintal
Pune,Maharashtra,Chilli Red,2012,February,62.4,Tonnes,NR,Other,4000,7000,5500,Rs/Quintal
Jodhpur(F&V)(Paota),Rajasthan,Chilli Red,2012,February,1,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Cheyyar,Tamil Nadu,Chilli Red,2012,February,0.08,Tonnes,NR,Other,4260,11900,11900,Rs/Quintal
Manapparai,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Other,9000,10000,9500,Rs/Quintal
Thoothukudi,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Red,5500,6000,5800,Rs/Quintal
Vilathikulam,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Red,5500,6000,5800,Rs/Quintal
Akiveedu,Andhra Pradesh,Chilli Red,2012,February,NR,Tonnes,NR,Coconut,3000,3200,3100,Rs/Quintal
Ambajipeta,Andhra Pradesh,Chilli Red,2012,February,NR,Tonnes,NR,Coconut,2700,3000,2800,Rs/Quintal
Bhimavaram,Andhra Pradesh,Chilli Red,2012,February,1,Tonnes,NR,Coconut,2500,3000,2800,Rs/Quintal
Mummidivaram,Andhra Pradesh,Chilli Red,2012,February,1,Tonnes,NR,Coconut,2600,3000,2800,Rs/Quintal
Nagaram,Andhra Pradesh,Chilli Red,2012,February,1,Tonnes,NR,Coconut,2800,3200,3000,Rs/Quintal
Palakole,Andhra Pradesh,Chilli Red,2012,February,NR,Tonnes,NR,Coconut,2500,3000,2500,Rs/Quintal
Ravulapelem,Andhra Pradesh,Chilli Red,2012,February,NR,Tonnes,NR,Coconut,2500,2800,2700,Rs/Quintal
Razole,Andhra Pradesh,Chilli Red,2012,February,1,Tonnes,NR,Coconut,2500,3500,3000,Rs/Quintal
Tellarevu,Andhra Pradesh,Chilli Red,2012,February,1,Tonnes,NR,Coconut,3000,5000,4000,Rs/Quintal
Undi,Andhra Pradesh,Chilli Red,2012,February,1,Tonnes,NR,Coconut,3000,3200,3100,Rs/Quintal
Channapatana,Karnataka,Chilli Red,2012,February,1235,Tonnes,NR,Coconut,3500,7000,5250,Rs/Quintal
Chintamani,Karnataka,Chilli Red,2012,February,500,Tonnes,NR,Coconut,3500,4200,4000,Rs/Quintal
Gubbi,Karnataka,Chilli Red,2012,February,710,Tonnes,NR,Coconut,6750,6750,6750,Rs/Quintal
Gundlupet,Karnataka,Chilli Red,2012,February,3210,Tonnes,NR,Coconut,3970,4350,4000,Rs/Quintal
Srirangapattana,Karnataka,Chilli Red,2012,February,2000,Tonnes,NR,Coconut,6000,6000,6000,Rs/Quintal
Tumkur,Karnataka,Chilli Red,2012,February,3775,Tonnes,NR,Coconut,3850,9250,6500,Rs/Quintal
Annur,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Other,600,650,625,Rs/Quintal
Bargur,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Medium,1075,1275,1175,Rs/Quintal
Krishnagiri,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Coconut,1150,1350,1250,Rs/Quintal
Palakode,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Medium,1100,1300,1200,Rs/Quintal
Pappireddipatti,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Medium,1125,1325,1225,Rs/Quintal
Pochampalli,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Medium,1075,1275,1175,Rs/Quintal
Uthangarai,Tamil Nadu,Chilli Red,2012,February,NR,Tonnes,NR,Medium,1150,1350,1250,Rs/Quintal
Kumbhraj,Madhya Pradesh,Corriander seed,2012,February,27,Tonnes,NR,Other,850,6065,3457,Rs/Quintal
Pune,Maharashtra,Corriander seed,2012,February,7.8,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Aruppukottai,Tamil Nadu,Corriander seed,2012,February,NR,Tonnes,NR,Other,4500,5000,4750,Rs/Quintal
Bethuadahari,West Bengal,Corriander seed,2012,February,10,Tonnes,NR,Other,2745,2760,2750,Rs/Quintal
Chakdah(Kalyani),West Bengal,Corriander seed,2012,February,2.9,Tonnes,NR,Coriander Seed,4000,4100,4050,Rs/Quintal
Vadodara,Gujarat,Cummin Seed(Jeera),2012,February,0.86,Tonnes,NR,Other,15000,15500,15500,Rs/Quintal
Madanganj Kishanganj,Rajasthan,Cummin Seed(Jeera),2012,February,1.2,Tonnes,NR,Other,9000,12402,10701,Rs/Quintal
Tadepalligudem,Andhra Pradesh,Dry Chillies,2012,February,0.1,Tonnes,NR,Other,4000,5500,5400,Rs/Quintal
P.O. Uparhali Guwahati,Assam,Dry Chillies,2012,February,16,Tonnes,NR,Other,6350,9600,9050,Rs/Quintal
Vadodara,Gujarat,Dry Chillies,2012,February,4.31,Tonnes,NR,Other,6000,8000,8000,Rs/Quintal
Boudh,Orissa,Dry Chillies,2012,February,0.03,Tonnes,NR,Other,10000,12000,10000,Rs/Quintal
Bijay Nagar,Rajasthan,Dry Chillies,2012,February,16,Tonnes,NR,Other,6350,9600,9050,Rs/Quintal
Kolathur,Tamil Nadu,Dry Chillies,2012,February,NR,Tonnes,NR,Other,8000,9000,8500,Rs/Quintal
Jorhat,Assam,Garlic,2012,February,3,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
P.O. Uparhali Guwahati,Assam,Garlic,2012,February,28,Tonnes,NR,Other,2100,3400,2700,Rs/Quintal
Vadodara,Gujarat,Garlic,2012,February,1.7,Tonnes,NR,Other,1500,4000,4000,Rs/Quintal
Vadodara(Sayajipura),Gujarat,Garlic,2012,February,29,Tonnes,NR,Other,3000,5000,4250,Rs/Quintal
Ambala City,Haryana,Garlic,2012,February,0.3,Tonnes,NR,Other,1700,2100,2000,Rs/Quintal
Fatehabad,Haryana,Garlic,2012,February,0.1,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Jhajjar,Haryana,Garlic,2012,February,0.1,Tonnes,NR,Other,NR,3000,3000,Rs/Quintal
Mohindergarh,Haryana,Garlic,2012,February,0.1,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Naraingarh,Haryana,Garlic,2012,February,0.03,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Narnaul,Haryana,Garlic,2012,February,0.2,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Pataudi,Haryana,Garlic,2012,February,0.03,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Una,Himachal Pradesh,Garlic,2012,February,0.05,Tonnes,NR,Other,4500,6000,5000,Rs/Quintal
Palakkad,Kerala,Garlic,2012,February,2,Tonnes,NR,Garlic,8000,9500,9000,Rs/Quintal
Aurangabad,Maharashtra,Garlic,2012,February,5.6,Tonnes,NR,Other,2800,3800,3300,Rs/Quintal
Nagpur,Maharashtra,Garlic,2012,February,224.4,Tonnes,NR,Other,1250,2500,1475,Rs/Quintal
Pune,Maharashtra,Garlic,2012,February,26.7,Tonnes,NR,Other,1000,2600,1800,Rs/Quintal
Angul(Jarapada),Orissa,Garlic,2012,February,0.5,Tonnes,NR,Other,2500,4500,3500,Rs/Quintal
Bhadrak,Orissa,Garlic,2012,February,25,Tonnes,NR,Other,2500,3800,3500,Rs/Quintal
Boudh,Orissa,Garlic,2012,February,0.04,Tonnes,NR,Other,4000,5000,5000,Rs/Quintal
Dhenkanal,Orissa,Garlic,2012,February,0.18,Tonnes,NR,Other,7000,8000,7500,Rs/Quintal
Karanjia,Orissa,Garlic,2012,February,3,Tonnes,NR,New Medium,2000,2500,2400,Rs/Quintal
Keonjhar,Orissa,Garlic,2012,February,0.2,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Kuchinda,Orissa,Garlic,2012,February,0.4,Tonnes,NR,Garlic,5000,6000,5500,Rs/Quintal
Batala,Punjab,Garlic,2012,February,0.1,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Jalandhar City,Punjab,Garlic,2012,February,5.6,Tonnes,NR,Other,1300,1750,1500,Rs/Quintal
Kurali,Punjab,Garlic,2012,February,0.1,Tonnes,NR,Other,2400,2500,2450,Rs/Quintal
Ludhiana,Punjab,Garlic,2012,February,9,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Moga,Punjab,Garlic,2012,February,1.5,Tonnes,NR,Other,2000,3000,2600,Rs/Quintal
Nabha,Punjab,Garlic,2012,February,0.8,Tonnes,NR,Other,1800,2100,1950,Rs/Quintal
Nawan Shahar(Subzi Mandi),Punjab,Garlic,2012,February,0.3,Tonnes,NR,Other,2500,3000,2760,Rs/Quintal
Patiala,Punjab,Garlic,2012,February,2.2,Tonnes,NR,Other,2000,2200,2200,Rs/Quintal
Phagwara,Punjab,Garlic,2012,February,1.3,Tonnes,NR,Other,1310,1940,1650,Rs/Quintal
Sirhind,Punjab,Garlic,2012,February,0.3,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Bijay Nagar,Rajasthan,Garlic,2012,February,28,Tonnes,NR,Other,2100,3400,2700,Rs/Quintal
Bareilly,Uttar Pradesh,Garlic,2012,February,1.4,Tonnes,NR,Garlic,NR,NR,3550,Rs/Quintal
Faizabad,Uttar Pradesh,Garlic,2012,February,2.1,Tonnes,NR,Other,3050,3100,3080,Rs/Quintal
Gorakhpur,Uttar Pradesh,Garlic,2012,February,65,Tonnes,NR,Garlic,2760,2900,2800,Rs/Quintal
Jhansi,Uttar Pradesh,Garlic,2012,February,6,Tonnes,NR,Other,2400,3500,2800,Rs/Quintal
Varanasi(Grain),Uttar Pradesh,Garlic,2012,February,16,Tonnes,NR,Other,NR,NR,3000,Rs/Quintal
Bara Bazar (Posta Bazar),West Bengal,Garlic,2012,February,20,Tonnes,NR,Other,3250,3500,3500,Rs/Quintal
Baruipur(Canning),West Bengal,Garlic,2012,February,4.5,Tonnes,NR,Garlic,6000,6000,6000,Rs/Quintal
Chakdah(Kalyani),West Bengal,Garlic,2012,February,4.8,Tonnes,NR,Other,3000,5000,4000,Rs/Quintal
P.O. Uparhali Guwahati,Assam,Ginger,2012,February,17,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Jhajjar,Haryana,Ginger,2012,February,0.8,Tonnes,NR,Other,NR,2000,2000,Rs/Quintal
Meham,Haryana,Ginger,2012,February,1,Tonnes,NR,Other,NR,3000,1500,Rs/Quintal
Naraingarh,Haryana,Ginger,2012,February,0.13,Tonnes,NR,Other,1250,1500,1400,Rs/Quintal
Pataudi,Haryana,Ginger,2012,February,0.04,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Radaur,Haryana,Ginger,2012,February,2,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Kullu,Himachal Pradesh,Ginger,2012,February,0.1,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Kallachi,Kerala,Ginger,2012,February,0.35,Tonnes,NR,Other,8000,9000,8500,Rs/Quintal
Harda,Madhya Pradesh,Ginger,2012,February,0.2,Tonnes,NR,Other,1200,2000,1500,Rs/Quintal
Nagpur,Maharashtra,Ginger,2012,February,85.1,Tonnes,NR,Other,1016,1083,1049,Rs/Quintal
Patan,Maharashtra,Ginger,2012,February,0.8,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Shillong,Meghalaya,Ginger,2012,February,1,Tonnes,NR,Other,1400,2000,1700,Rs/Quintal
Angul(Jarapada),Orissa,Ginger,2012,February,0.6,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Attabira,Orissa,Ginger,2012,February,0.35,Tonnes,NR,Other,3000,3500,3000,Rs/Quintal
Betnoti,Orissa,Ginger,2012,February,26,Tonnes,NR,Other,2500,4000,3500,Rs/Quintal
Bhadrak,Orissa,Ginger,2012,February,13,Tonnes,NR,Other,1400,2000,1800,Rs/Quintal
Dhenkanal,Orissa,Ginger,2012,February,0.07,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Kuchinda,Orissa,Ginger,2012,February,0.06,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Jagraon,Punjab,Ginger,2012,February,2,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Jalandhar City,Punjab,Ginger,2012,February,24.3,Tonnes,NR,Other,900,1350,1100,Rs/Quintal
Ludhiana,Punjab,Ginger,2012,February,56,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Mamdot,Punjab,Ginger,2012,February,2,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Moga,Punjab,Ginger,2012,February,2.2,Tonnes,NR,Other,1600,3100,2700,Rs/Quintal
Nabha,Punjab,Ginger,2012,February,1.4,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Patiala,Punjab,Ginger,2012,February,4,Tonnes,NR,Other,1200,1500,1500,Rs/Quintal
Phagwara,Punjab,Ginger,2012,February,1.8,Tonnes,NR,Other,1000,1430,1225,Rs/Quintal
Tanda Urmur,Punjab,Ginger,2012,February,0.2,Tonnes,NR,Other,2000,2500,2300,Rs/Quintal
Ajmer(F&V),Rajasthan,Ginger,2012,February,1.7,Tonnes,NR,Other,1000,1600,1300,Rs/Quintal
Bijay Nagar,Rajasthan,Ginger,2012,February,17,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Chomu(F&V),Rajasthan,Ginger,2012,February,NR,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Jodhpur(F&V)(Paota),Rajasthan,Ginger,2012,February,3.5,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Banda,Uttar Pradesh,Ginger,2012,February,3,Tonnes,NR,Other,NR,NR,1600,Rs/Quintal
Faizabad,Uttar Pradesh,Ginger,2012,February,2.4,Tonnes,NR,Other,1550,1600,1580,Rs/Quintal
Bara Bazar (Posta Bazar),West Bengal,Ginger,2012,February,50,Tonnes,NR,Other,1375,1400,1400,Rs/Quintal
Baruipur(Canning),West Bengal,Ginger,2012,February,6.5,Tonnes,NR,Other,2400,2500,2500,Rs/Quintal
Chakdah(Kalyani),West Bengal,Ginger,2012,February,3.5,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Sealdah Koley Market,West Bengal,Ginger,2012,February,12,Tonnes,NR,Other,1375,1400,1400,Rs/Quintal
Vadodara,Gujarat,Methi Seeds,2012,February,0.13,Tonnes,NR,Other,3000,3200,3200,Rs/Quintal
Chandvad,Maharashtra,Methi Seeds,2012,February,57.5,Tonnes,NR,Methiseeds,130,151,140,Rs/Quintal
Jodhpur (Grain)(Mandor),Rajasthan,Methi Seeds,2012,February,0.8,Tonnes,NR,Other,2300,2500,2450,Rs/Quintal
Kasargod,Kerala,Pepper garbled,2012,February,4,Tonnes,NR,Other,30500,30500,30500,Rs/Quintal
Ezhamkulam,Kerala,Pepper ungarbled,2012,February,0.4,Tonnes,NR,Other,29500,30000,29700,Rs/Quintal
Parakkodu,Kerala,Pepper ungarbled,2012,February,1,Tonnes,NR,Other,29800,30300,30100,Rs/Quintal
Thalasserry,Kerala,Pepper ungarbled,2012,February,1.76,Tonnes,NR,Other,29900,30200,30000,Rs/Quintal
Vadodara,Gujarat,Soanf,2012,February,0.86,Tonnes,NR,Other,7000,7500,7500,Rs/Quintal
Bilara,Rajasthan,Soanf,2012,February,0.7,Tonnes,NR,Other,6700,9600,8000,Rs/Quintal
Chodavaram,Andhra Pradesh,Turmeric,2012,February,NR,Tonnes,NR,Bulb,7200,9200,8200,Rs/Quintal
Chodavaram,Andhra Pradesh,Turmeric,2012,February,,,NR,Finger,6400,8400,7400,Rs/Quintal
Duggirala,Andhra Pradesh,Turmeric,2012,February,0.1,Tonnes,NR,Bulb,3000,4875,4325,Rs/Quintal
Duggirala,Andhra Pradesh,Turmeric,2012,February,,,NR,Finger,3000,4950,4350,Rs/Quintal
"Paderu,RBZ",Andhra Pradesh,Turmeric,2012,February,0.1,Tonnes,NR,Turmeric Round,6000,8000,7000,Rs/Quintal
Vadodara,Gujarat,Turmeric,2012,February,0.26,Tonnes,NR,Other,6000,7000,7000,Rs/Quintal
